epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,2134.58,1.3183,0.84721,1.31025,0.96306,0.90517,0.9565,0.65124,1.15559,0.68882,1.32119,0.00117611,0.00117611,0.00117611
64,2168.7,1.30198,0.81071,1.24276,0.93342,0.87931,0.92384,0.64107,1.20517,0.70299,1.3412,0.00116282,0.00116282,0.00116282
65,2202.4,1.30756,0.83299,1.27205,0.95387,0.89655,0.93366,0.65134,1.20576,0.70681,1.30098,0.00114953,0.00114953,0.00114953
66,2236.47,1.32072,0.8458,1.2726,0.97271,0.89655,0.95597,0.66009,1.19896,0.66587,1.27233,0.00113624,0.00113624,0.00113624
67,2270.51,1.36174,0.82421,1.26814,0.94634,0.91226,0.95278,0.66375,1.16115,0.68744,1.26135,0.00112295,0.00112295,0.00112295
68,2304.14,1.26823,0.83603,1.26485,0.96358,0.91235,0.94762,0.63595,1.22667,0.67289,1.35789,0.00110966,0.00110966,0.00110966
69,2337.57,1.25735,0.80649,1.26253,0.97059,0.91379,0.95769,0.68362,1.10407,0.61744,1.28594,0.00109638,0.00109638,0.00109638
70,2371.4,1.30168,0.80398,1.24135,0.9758,0.91379,0.96122,0.67566,1.11224,0.59724,1.32867,0.00108309,0.00108309,0.00108309
71,2405.07,1.27466,0.78632,1.23564,0.95592,0.93485,0.96125,0.67728,1.1358,0.59575,1.33655,0.0010698,0.0010698,0.0010698
72,2438.46,1.28454,0.79238,1.24484,0.9985,0.90517,0.96398,0.67443,1.11523,0.59845,1.30663,0.00105651,0.00105651,0.00105651
73,2471.68,1.265,0.78123,1.24311,0.97895,0.90517,0.95936,0.64846,1.11992,0.60655,1.29575,0.00104322,0.00104322,0.00104322
74,2505.06,1.22367,0.73221,1.19623,0.99054,0.90294,0.95852,0.66099,1.08814,0.59486,1.27634,0.00102993,0.00102993,0.00102993
75,2544.5,1.30128,0.78693,1.24706,0.97918,0.88793,0.94453,0.62624,1.23743,0.64784,1.33422,0.00101664,0.00101664,0.00101664
76,2577.89,1.33461,0.80618,1.2614,0.9906,0.90875,0.96165,0.67027,1.16796,0.61183,1.29964,0.00100336,0.00100336,0.00100336
77,2611.04,1.32868,0.80785,1.25091,0.99757,0.91379,0.96495,0.66334,1.12167,0.61297,1.2875,0.000990067,0.000990067,0.000990067
78,2643.91,1.25878,0.79213,1.24078,0.99712,0.90517,0.96246,0.65514,1.12749,0.6085,1.29181,0.000976779,0.000976779,0.000976779
79,2676.89,1.2613,0.80595,1.25057,0.95524,0.91996,0.95194,0.67066,1.15619,0.58783,1.30326,0.00096349,0.00096349,0.00096349
80,2709.93,1.26354,0.75202,1.22116,1,0.90493,0.96416,0.67766,1.10354,0.58288,1.26101,0.000950201,0.000950201,0.000950201
81,2742.83,1.23394,0.75264,1.24228,0.97235,0.93966,0.97049,0.70515,0.99988,0.58049,1.22618,0.000936913,0.000936913,0.000936913
